chrom:genomepos	wtdmso	mtdmso
chr6_GL000255v2_alt:4470614-mod	8	6
chr6_GL000255v2_alt:4470614-unmod	195	170
chr6_GL000255v2_alt:4470838-mod	4	1
chr6_GL000255v2_alt:4470838-unmod	133	115
chr7:100089029-mod	6	2
chr7:100089029-unmod	23	15
chr7:100089318-mod	1	3
chr7:100089318-unmod	34	28
chr7:100089665-mod	9	11
chr7:100089665-unmod	28	19
chr7:100090467-mod	1	1
chr7:100090467-unmod	31	26
chr7:100090631-mod	2	3
chr7:100090631-unmod	33	29
chr7:100090639-mod	4	3
chr7:100090639-unmod	30	13
chr7:100091061-mod	2	2
chr7:100091061-unmod	31	9
chr7:100091143-mod	9	12
chr7:100091143-unmod	31	18
chr7:100091244-mod	9	5
chr7:100091244-unmod	29	14
chr7:100091712-mod	8	4
chr7:100091712-unmod	32	28
chr7:100091724-mod	6	9
chr7:100091724-unmod	35	23
chr7:100091813-mod	7	5
chr7:100091813-unmod	25	14
chr7:100673868-mod	1	3
chr7:100673868-unmod	55	49
chr7:100676311-mod	2	3
chr7:100676311-unmod	72	60
chr7:100676556-mod	4	2
chr7:100676556-unmod	73	73
chr7:100676567-mod	2	2
chr7:100676567-unmod	61	60
chr7:100676708-mod	3	6
chr7:100676708-unmod	73	65
chr7:100676734-mod	6	4
chr7:100676734-unmod	67	64
chr7:100676743-mod	3	2
chr7:100676743-unmod	79	72
chr7:100676788-mod	6	7
chr7:100676788-unmod	64	58
chr7:100677395-mod	1	1
chr7:100677395-unmod	66	64
chr7:100677558-mod	21	17
chr7:100677558-unmod	63	61
chr7:100677582-mod	10	8
chr7:100677582-unmod	62	56
chr7:100677781-mod	2	1
chr7:100677781-unmod	76	75
chr7:100678108-mod	1	2
chr7:100678108-unmod	66	62
chr7:100678497-mod	1	1
chr7:100678497-unmod	83	74
chr7:100678775-mod	14	28
chr7:100678775-unmod	86	75
chr7:100678796-mod	24	23
chr7:100678796-unmod	79	77
chr7:100679102-mod	14	8
chr7:100679102-unmod	87	99
chr7:101127210-mod	15	11
chr7:101127210-unmod	95	54
chr7:101127237-mod	13	6
chr7:101127237-unmod	86	48
chr7:101128502-mod	6	7
chr7:101128502-unmod	105	57
chr7:101128547-mod	9	4
chr7:101128547-unmod	95	55
chr7:101130591-mod	16	7
chr7:101130591-unmod	119	64
chr7:101130630-mod	13	6
chr7:101130630-unmod	112	67
chr7:101130641-mod	4	3
chr7:101130641-unmod	139	78
chr7:101131910-mod	8	4
chr7:101131910-unmod	121	64
chr7:101131918-mod	1	7
chr7:101131918-unmod	156	71
chr7:101133737-mod	34	22
chr7:101133737-unmod	149	72
chr7:101133754-mod	17	6
chr7:101133754-unmod	132	70
chr7:101133861-mod	15	8
chr7:101133861-unmod	181	96
chr7:101135506-mod	8	2
chr7:101135506-unmod	177	97
chr7:101135537-mod	2	4
chr7:101135537-unmod	215	103
chr7:101135548-mod	2	7
chr7:101135548-unmod	212	103
chr7:101135562-mod	5	4
chr7:101135562-unmod	199	103
chr7:101135576-mod	12	5
chr7:101135576-unmod	201	102
chr7:101137045-mod	6	6
chr7:101137045-unmod	206	101
chr7:101137049-mod	3	2
chr7:101137049-unmod	196	91
chr7:101137406-mod	13	4
chr7:101137406-unmod	220	110
chr7:101137435-mod	4	3
chr7:101137435-unmod	231	112
chr7:101137441-mod	4	2
chr7:101137441-unmod	241	121
chr7:101137469-mod	10	5
chr7:101137469-unmod	180	94
chr7:101137474-mod	7	6
chr7:101137474-unmod	235	110
chr7:101137530-mod	119	68
chr7:101137530-unmod	130	55
chr7:101137552-mod	38	29
chr7:101137552-unmod	202	101
chr7:101137598-mod	10	7
chr7:101137598-unmod	234	110
chr7:101137619-mod	52	37
chr7:101137619-unmod	179	85
chr7:101137632-mod	11	6
chr7:101137632-unmod	250	121
chr7:101137720-mod	16	13
chr7:101137720-unmod	230	115
chr7:101137772-mod	1	3
chr7:101137772-unmod	229	113
chr7:101137806-mod	79	47
chr7:101137806-unmod	186	83
chr7:101137845-mod	28	19
chr7:101137845-unmod	231	117
chr7:101137911-mod	2	3
chr7:101137911-unmod	288	140
chr7:101138067-mod	1	1
chr7:101138067-unmod	295	146
chr7:101138100-mod	13	9
chr7:101138100-unmod	292	143
chr7:101138270-mod	49	28
chr7:101138270-unmod	247	119
chr7:101138297-mod	5	7
chr7:101138297-unmod	118	56
chr7:101138471-mod	1	1
chr7:101138471-unmod	45	9
chr7:101138527-mod	1	1
chr7:101138527-unmod	48	21
chr7:101138598-mod	6	1
chr7:101138598-unmod	24	9
chr7:101138608-mod	3	3
chr7:101138608-unmod	45	19
chr7:101138613-mod	10	7
chr7:101138613-unmod	55	23
chr7:101138634-mod	3	1
chr7:101138634-unmod	62	28
chr7:101138653-mod	7	3
chr7:101138653-unmod	63	26
chr7:101138698-mod	3	2
chr7:101138698-unmod	63	21
chr7:101206152-mod	4	8
chr7:101206152-unmod	7	9
chr7:101206887-mod	1	6
chr7:101206887-unmod	9	13
chr7:101208918-mod	1	2
chr7:101208918-unmod	9	16
chr7:101218210-mod	1	2
chr7:101218210-unmod	21	43
chr7:101222708-mod	1	2
chr7:101222708-unmod	25	49
chr7:101222721-mod	3	2
chr7:101222721-unmod	25	48
chr7:101223673-mod	2	4
chr7:101223673-unmod	26	53
chr7:101223697-mod	1	1
chr7:101223697-unmod	25	54
chr7:101223825-mod	3	2
chr7:101223825-unmod	22	47
chr7:101223949-mod	9	16
chr7:101223949-unmod	17	35
chr7:101224013-mod	2	6
chr7:101224013-unmod	19	43
chr7:101224053-mod	3	2
chr7:101224053-unmod	10	50
chr7:101224086-mod	5	6
chr7:101224086-unmod	22	47
chr7:101224129-mod	5	8
chr7:101224129-unmod	19	45
chr7:101239832-mod	1	1
chr7:101239832-unmod	9	9
chr7:101239850-mod	5	4
chr7:101239850-unmod	6	7
chr7:101239898-mod	2	6
chr7:101239898-unmod	8	4
chr7:101240175-mod	2	4
chr7:101240175-unmod	9	7
chr7:101240842-mod	2	2
chr7:101240842-unmod	9	9
chr7:10933466-mod	12	10
chr7:10933466-unmod	33	28
chr7:10938113-mod	3	2
chr7:10938113-unmod	57	51
chr7:10938117-mod	2	3
chr7:10938117-unmod	63	53
chr7:10938868-mod	12	11
chr7:10938868-unmod	49	46
chr7:10940058-mod	1	2
chr7:10940058-unmod	61	52
chr7:10940071-mod	1	3
chr7:10940071-unmod	55	46
chr7:127589514-mod	13	6
chr7:127589514-unmod	34	38
chr7:127589550-mod	4	3
chr7:127589550-unmod	43	39
chr7:127589586-mod	4	4
chr7:127589586-unmod	40	38
chr7:127590093-mod	1	1
chr7:127590093-unmod	45	44
chr7:127590124-mod	7	4
chr7:127590124-unmod	41	44
chr7:127591017-mod	1	2
chr7:127591017-unmod	45	38
chr7:127591049-mod	11	6
chr7:127591049-unmod	38	42
chr7:127591053-mod	2	1
chr7:127591053-unmod	37	37
chr7:127591267-mod	9	4
chr7:127591267-unmod	34	41
chr7:127591354-mod	2	3
chr7:127591354-unmod	41	35
chr7:127591367-mod	7	6
chr7:127591367-unmod	41	41
chr7:127591515-mod	2	9
chr7:127591515-unmod	43	33
chr7:128091996-mod	5	1
chr7:128091996-unmod	32	21
chr7:128092014-mod	2	3
chr7:128092014-unmod	37	20
chr7:128092224-mod	1	1
chr7:128092224-unmod	41	23
chr7:128092367-mod	6	6
chr7:128092367-unmod	34	19
chr7:128092438-mod	6	3
chr7:128092438-unmod	34	19
chr7:128862947-mod	2	2
chr7:128862947-unmod	24	16
chr7:128862955-mod	4	2
chr7:128862955-unmod	23	16
chr7:128862995-mod	4	2
chr7:128862995-unmod	23	16
chr7:128865525-mod	5	10
chr7:128865525-unmod	22	17
chr7:128865581-mod	7	14
chr7:128865581-unmod	22	12
chr7:128865748-mod	6	8
chr7:128865748-unmod	25	25
chr7:128865760-mod	4	3
chr7:128865760-unmod	21	10
chr7:134442410-mod	9	12
chr7:134442410-unmod	27	27
chr7:134442420-mod	3	1
chr7:134442420-unmod	38	41
chr7:134442477-mod	2	4
chr7:134442477-unmod	32	37
chr7:134442625-mod	8	2
chr7:134442625-unmod	11	18
chr7:134442697-mod	1	2
chr7:134442697-unmod	24	42
chr7:134445261-mod	10	16
chr7:134445261-unmod	17	26
chr7:134445286-mod	3	2
chr7:134445286-unmod	34	41
chr7:134445305-mod	20	24
chr7:134445305-unmod	14	15
chr7:134445312-mod	1	1
chr7:134445312-unmod	34	44
chr7:134447304-mod	1	3
chr7:134447304-unmod	33	39
chr7:134447326-mod	7	11
chr7:134447326-unmod	16	31
chr7:134447352-mod	5	4
chr7:134447352-unmod	34	35
chr7:134448046-mod	1	1
chr7:134448046-unmod	22	34
chr7:134448423-mod	1	1
chr7:134448423-unmod	30	28
chr7:134449744-mod	5	11
chr7:134449744-unmod	18	26
chr7:134450850-mod	3	1
chr7:134450850-unmod	29	27
chr7:134451734-mod	7	4
chr7:134451734-unmod	24	23
chr7:140696756-mod	2	1
chr7:140696756-unmod	13	10
chr7:140702955-mod	3	6
chr7:140702955-unmod	11	7
chr7:140704929-mod	1	1
chr7:140704929-unmod	15	12
chr7:140704942-mod	1	1
chr7:140704942-unmod	16	12
chr7:143381357-mod	1	1
chr7:143381357-unmod	9	19
chr7:143382653-mod	1	2
chr7:143382653-unmod	13	53
chr7:143382658-mod	1	2
chr7:143382658-unmod	26	55
chr7:143383022-mod	2	3
chr7:143383022-unmod	33	63
chr7:143383106-mod	2	10
chr7:143383106-unmod	37	56
chr7:143383311-mod	2	4
chr7:143383311-unmod	38	72
chr7:143388248-mod	6	7
chr7:143388248-unmod	34	68
chr7:143388281-mod	3	4
chr7:143388281-unmod	36	72
chr7:143388489-mod	9	4
chr7:143388489-unmod	32	76
chr7:143389948-mod	11	12
chr7:143389948-unmod	34	69
chr7:143390578-mod	4	5
chr7:143390578-unmod	45	76
chr7:143390688-mod	7	10
chr7:143390688-unmod	47	77
chr7:143390727-mod	7	6
chr7:143390727-unmod	40	73
chr7:143390742-mod	1	1
chr7:143390742-unmod	55	85
chr7:143390824-mod	4	4
chr7:143390824-unmod	52	85
chr7:143390831-mod	6	11
chr7:143390831-unmod	50	77
chr7:143391038-mod	2	4
chr7:143391038-unmod	43	57
chr7:151081098-mod	7	7
chr7:151081098-unmod	45	39
chr7:151081117-mod	1	4
chr7:151081117-unmod	58	54
chr7:151081201-mod	6	4
chr7:151081201-unmod	40	46
chr7:151081223-mod	11	7
chr7:151081223-unmod	43	40
chr7:151081337-mod	4	2
chr7:151081337-unmod	53	40
chr7:151081396-mod	19	25
chr7:151081396-unmod	18	11
chr7:151081405-mod	28	26
chr7:151081405-unmod	36	32
chr7:151081507-mod	34	24
chr7:151081507-unmod	20	19
chr7:151081619-mod	3	2
chr7:151081619-unmod	48	42
chr7:151081826-mod	1	4
chr7:151081826-unmod	56	45
chr7:151081878-mod	9	7
chr7:151081878-unmod	42	42
chr7:151082273-mod	9	2
chr7:151082273-unmod	38	36
chr7:151082338-mod	1	3
chr7:151082338-unmod	46	38
chr7:151082352-mod	1	1
chr7:151082352-unmod	47	44
chr7:151082427-mod	8	7
chr7:151082427-unmod	42	33
chr7:151082450-mod	4	2
chr7:151082450-unmod	38	35
chr7:22813023-mod	2	1
chr7:22813023-unmod	12	10
chr7:22818013-mod	2	2
chr7:22818013-unmod	50	28
chr7:2380328-mod	2	1
chr7:2380328-unmod	8	15
chr7:2380368-mod	4	5
chr7:2380368-unmod	6	10
chr7:2380486-mod	1	1
chr7:2380486-unmod	9	12
chr7:2380598-mod	1	8
chr7:2380598-unmod	9	6
chr7:2380713-mod	2	3
chr7:2380713-unmod	10	11
chr7:25122955-mod	2	3
chr7:25122955-unmod	10	7
chr7:25123360-mod	1	2
chr7:25123360-unmod	25	9
chr7:25123551-mod	6	1
chr7:25123551-unmod	18	10
chr7:25123594-mod	1	3
chr7:25123594-unmod	14	8
chr7:25123654-mod	4	1
chr7:25123654-unmod	22	10
chr7:25123737-mod	1	1
chr7:25123737-unmod	25	11
chr7:260614-mod	5	8
chr7:260614-unmod	5	3
chr7:30601076-mod	1	2
chr7:30601076-unmod	20	12
chr7:30609591-mod	1	1
chr7:30609591-unmod	21	13
chr7:30609607-mod	2	1
chr7:30609607-unmod	9	13
chr7:30616054-mod	14	7
chr7:30616054-unmod	14	11
chr7:30617246-mod	3	5
chr7:30617246-unmod	20	9
chr7:30622342-mod	1	1
chr7:30622342-unmod	26	14
chr7:30626249-mod	5	1
chr7:30626249-unmod	32	20
chr7:30628587-mod	4	1
chr7:30628587-unmod	35	20
chr7:30628629-mod	23	4
chr7:30628629-unmod	14	16
chr7:30628659-mod	7	2
chr7:30628659-unmod	29	20
chr7:30628666-mod	2	1
chr7:30628666-unmod	34	20
chr7:30632257-mod	5	6
chr7:30632257-unmod	31	13
chr7:30632323-mod	14	7
chr7:30632323-unmod	25	12
chr7:30632360-mod	7	5
chr7:30632360-unmod	30	17
chr7:30632366-mod	4	1
chr7:30632366-unmod	28	17
chr7:30632375-mod	5	5
chr7:30632375-unmod	35	18
chr7:30632405-mod	8	2
chr7:30632405-unmod	26	19
chr7:30632411-mod	5	2
chr7:30632411-unmod	29	21
chr7:30633762-mod	4	5
chr7:30633762-unmod	29	18
chr7:30633830-mod	13	7
chr7:30633830-unmod	23	10
chr7:30633862-mod	4	5
chr7:30633862-unmod	31	14
chr7:30633940-mod	1	1
chr7:30633940-unmod	40	20
chr7:30633964-mod	13	8
chr7:30633964-unmod	25	12
chr7:43866569-mod	1	1
chr7:43866569-unmod	14	17
chr7:43866605-mod	7	5
chr7:43866605-unmod	12	14
chr7:43866696-mod	2	2
chr7:43866696-unmod	19	16
chr7:43866963-mod	3	4
chr7:43866963-unmod	19	15
chr7:43869039-mod	2	1
chr7:43869039-unmod	18	13
chr7:43869072-mod	5	2
chr7:43869072-unmod	24	25
chr7:44796707-mod	1	2
chr7:44796707-unmod	250	375
chr7:44799256-mod	6	9
chr7:44799256-unmod	135	213
chr7:44799708-mod	8	11
chr7:44799708-unmod	284	430
chr7:44799771-mod	19	41
chr7:44799771-unmod	272	399
chr7:44799823-mod	8	13
chr7:44799823-unmod	266	409
chr7:44799866-mod	2	3
chr7:44799866-unmod	222	343
chr7:44801377-mod	4	2
chr7:44801377-unmod	304	454
chr7:44801402-mod	68	120
chr7:44801402-unmod	245	344
chr7:44801409-mod	17	17
chr7:44801409-unmod	235	363
chr7:44801427-mod	18	34
chr7:44801427-unmod	295	437
chr7:44801616-mod	8	16
chr7:44801616-unmod	262	394
chr7:48090205-mod	14	3
chr7:48090205-unmod	68	22
chr7:48090263-mod	3	1
chr7:48090263-unmod	89	24
chr7:48090280-mod	10	4
chr7:48090280-unmod	80	20
chr7:48090293-mod	12	1
chr7:48090293-unmod	78	21
chr7:48106977-mod	5	2
chr7:48106977-unmod	81	22
chr7:48107052-mod	5	3
chr7:48107052-unmod	85	22
chr7:48107070-mod	12	5
chr7:48107070-unmod	81	19
chr7:48107405-mod	1	3
chr7:48107405-unmod	89	18
chr7:48108244-mod	17	5
chr7:48108244-unmod	69	19
chr7:48108259-mod	2	3
chr7:48108259-unmod	86	19
chr7:48108392-mod	35	6
chr7:48108392-unmod	45	13
chr7:54752368-mod	8	3
chr7:54752368-unmod	28	20
chr7:5527180-mod	13	6
chr7:5527180-unmod	629	471
chr7:5527187-mod	113	112
chr7:5527187-unmod	563	361
chr7:5527532-mod	315	243
chr7:5527532-unmod	391	271
chr7:5527583-mod	31	24
chr7:5527583-unmod	692	513
chr7:5527601-mod	80	71
chr7:5527601-unmod	625	450
chr7:5527616-mod	34	36
chr7:5527616-unmod	570	389
chr7:5527700-mod	32	23
chr7:5527700-unmod	622	450
chr7:5527705-mod	5	2
chr7:5527705-unmod	564	428
chr7:5527710-mod	12	16
chr7:5527710-unmod	561	407
chr7:5527736-mod	86	61
chr7:5527736-unmod	577	428
chr7:5527742-mod	192	200
chr7:5527742-unmod	322	189
chr7:5528112-mod	3	1
chr7:5528112-unmod	556	418
chr7:5528124-mod	11	12
chr7:5528124-unmod	511	384
chr7:5528158-mod	3	1
chr7:5528158-unmod	554	415
chr7:5528417-mod	26	26
chr7:5528417-unmod	511	366
chr7:5528450-mod	13	10
chr7:5528450-unmod	516	377
chr7:5528522-mod	17	9
chr7:5528522-unmod	473	356
chr7:5528526-mod	66	52
chr7:5528526-unmod	457	311
chr7:5528531-mod	22	17
chr7:5528531-unmod	482	344
chr7:5528546-mod	16	17
chr7:5528546-unmod	470	329
chr7:5528621-mod	204	154
chr7:5528621-unmod	284	196
chr7:5528706-mod	8	5
chr7:5528706-unmod	452	334
chr7:5529165-mod	37	28
chr7:5529165-unmod	357	270
chr7:5529191-mod	10	7
chr7:5529191-unmod	464	336
chr7:5529207-mod	24	21
chr7:5529207-unmod	455	318
chr7:5592856-mod	5	2
chr7:5592856-unmod	51	50
chr7:5592884-mod	6	8
chr7:5592884-unmod	50	43
chr7:5593170-mod	2	5
chr7:5593170-unmod	62	52
chr7:5593285-mod	1	5
chr7:5593285-unmod	68	57
chr7:5593432-mod	3	2
chr7:5593432-unmod	66	56
chr7:5593483-mod	7	11
chr7:5593483-unmod	53	52
chr7:5603262-mod	1	1
chr7:5603262-unmod	75	50
chr7:5603300-mod	3	3
chr7:5603300-unmod	85	76
chr7:5603515-mod	2	2
chr7:5603515-unmod	81	77
chr7:5603530-mod	4	4
chr7:5603530-unmod	74	74
chr7:5603571-mod	3	4
chr7:5603571-unmod	88	79
chr7:5603610-mod	5	4
chr7:5603610-unmod	75	64
chr7:5603865-mod	3	3
chr7:5603865-unmod	78	68
chr7:5605271-mod	1	2
chr7:5605271-unmod	97	68
chr7:5605304-mod	5	5
chr7:5605304-unmod	100	88
chr7:5605340-mod	22	18
chr7:5605340-unmod	81	63
chr7:5605441-mod	1	1
chr7:5605441-unmod	110	92
chr7:5605448-mod	3	4
chr7:5605448-unmod	104	86
chr7:5605590-mod	8	8
chr7:5605590-unmod	102	89
chr7:5605637-mod	56	49
chr7:5605637-unmod	47	35
chr7:5605770-mod	2	4
chr7:5605770-unmod	111	94
chr7:5605851-mod	24	23
chr7:5605851-unmod	104	92
chr7:5605956-mod	2	2
chr7:5605956-unmod	114	95
chr7:5605994-mod	14	16
chr7:5605994-unmod	110	97
chr7:5606202-mod	19	26
chr7:5606202-unmod	98	70
chr7:5606219-mod	3	8
chr7:5606219-unmod	114	99
chr7:5606585-mod	6	4
chr7:5606585-unmod	131	118
chr7:5606614-mod	21	15
chr7:5606614-unmod	116	100
chr7:5606637-mod	25	18
chr7:5606637-unmod	70	58
chr7:56101635-mod	5	2
chr7:56101635-unmod	117	115
chr7:56101665-mod	28	16
chr7:56101665-unmod	97	93
chr7:56101807-mod	15	10
chr7:56101807-unmod	128	115
chr7:56102885-mod	1	2
chr7:56102885-unmod	138	124
chr7:56102931-mod	14	20
chr7:56102931-unmod	125	108
chr7:56104238-mod	3	5
chr7:56104238-unmod	101	92
chr7:6391995-mod	4	1
chr7:6391995-unmod	10	17
chr7:6401921-mod	3	3
chr7:6401921-unmod	30	21
chr7:6401926-mod	2	1
chr7:6401926-unmod	32	23
chr7:6401981-mod	3	2
chr7:6401981-unmod	31	22
chr7:6402483-mod	2	3
chr7:6402483-unmod	26	33
chr7:6402609-mod	4	1
chr7:6402609-unmod	23	21
chr7:6403082-mod	7	3
chr7:6403082-unmod	5	8
chr7:6403393-mod	2	3
chr7:6403393-unmod	27	8
chr7:6403631-mod	4	6
chr7:6403631-unmod	25	6
chr7:6403678-mod	5	1
chr7:6403678-unmod	26	9
chr7:6403809-mod	1	1
chr7:6403809-unmod	33	11
chr7:6403835-mod	2	1
chr7:6403835-unmod	30	11
chr7:6461199-mod	4	10
chr7:6461199-unmod	6	6
chr7:6461234-mod	2	2
chr7:6461234-unmod	8	15
chr7:6461629-mod	1	4
chr7:6461629-unmod	10	13
chr7:6461990-mod	3	5
chr7:6461990-unmod	14	14
chr7:6462042-mod	1	1
chr7:6462042-unmod	15	16
chr7:6462315-mod	3	6
chr7:6462315-unmod	9	12
chr7:6462434-mod	4	2
chr7:6462434-unmod	7	12
chr7:6462792-mod	4	2
chr7:6462792-unmod	36	22
chr7:6462907-mod	4	1
chr7:6462907-unmod	34	23
chr7:6463038-mod	3	2
chr7:6463038-unmod	51	41
chr7:6463043-mod	5	3
chr7:6463043-unmod	40	21
chr7:6463096-mod	12	10
chr7:6463096-unmod	32	23
chr7:6466096-mod	2	2
chr7:6466096-unmod	46	39
chr7:6484038-mod	3	2
chr7:6484038-unmod	26	26
chr7:6484052-mod	7	3
chr7:6484052-unmod	35	32
chr7:74196407-mod	1	1
chr7:74196407-unmod	11	15
chr7:74196428-mod	2	3
chr7:74196428-unmod	21	13
chr7:74196473-mod	1	4
chr7:74196473-unmod	12	13
chr7:74196772-mod	4	4
chr7:74196772-unmod	19	15
chr7:74196858-mod	1	1
chr7:74196858-unmod	11	17
chr7:74196974-mod	1	3
chr7:74196974-unmod	24	18
chr7:76054830-mod	1	5
chr7:76054830-unmod	51	58
chr7:76054899-mod	4	10
chr7:76054899-unmod	33	27
chr7:76054922-mod	6	9
chr7:76054922-unmod	47	55
chr7:76057425-mod	20	16
chr7:76057425-unmod	37	45
chr7:76057436-mod	11	5
chr7:76057436-unmod	40	48
chr7:76057973-mod	1	3
chr7:76057973-unmod	66	78
chr7:76064354-mod	2	3
chr7:76064354-unmod	50	66
chr7:76064366-mod	7	5
chr7:76064366-unmod	61	76
chr7:76066297-mod	5	4
chr7:76066297-unmod	67	78
chr7:76066481-mod	3	2
chr7:76066481-unmod	67	82
chr7:76302715-mod	1	9
chr7:76302715-unmod	188	336
chr7:76302761-mod	11	26
chr7:76302761-unmod	185	324
chr7:76302989-mod	2	6
chr7:76302989-unmod	174	293
chr7:76303048-mod	1	2
chr7:76303048-unmod	153	301
chr7:76304000-mod	16	19
chr7:76304000-unmod	152	277
chr7:76304158-mod	12	34
chr7:76304158-unmod	169	287
chr7:76326890-mod	4	1
chr7:76326890-unmod	24	12
chr7:76326962-mod	7	4
chr7:76326962-unmod	26	15
chr7:76327136-mod	1	1
chr7:76327136-unmod	24	16
chr7:76327764-mod	1	1
chr7:76327764-unmod	9	11
chr7:87325404-mod	2	2
chr7:87325404-unmod	11	25
chr7:88210024-mod	1	3
chr7:88210024-unmod	23	13
chr7:88210088-mod	1	1
chr7:88210088-unmod	14	15
chr7:93886112-mod	1	1
chr7:93886112-unmod	10	28
chr7:93886276-mod	1	1
chr7:93886276-unmod	9	27
chr7:93886433-mod	2	5
chr7:93886433-unmod	25	42
chr7:93886446-mod	13	12
chr7:93886446-unmod	26	39
chr7:93886489-mod	1	2
chr7:93886489-unmod	31	56
chr7:93886505-mod	10	10
chr7:93886505-unmod	32	56
chr7:93886554-mod	7	10
chr7:93886554-unmod	49	64
chr7:93886594-mod	15	14
chr7:93886594-unmod	73	91
chr7:93886654-mod	11	13
chr7:93886654-unmod	85	98
chr7:93886745-mod	2	2
chr7:93886745-unmod	93	109
chr7:93887301-mod	7	7
chr7:93887301-unmod	92	104
chr7:93887347-mod	8	5
chr7:93887347-unmod	87	99
chr7:93887377-mod	13	14
chr7:93887377-unmod	80	86
chr7:93887396-mod	11	10
chr7:93887396-unmod	76	84
chr7:93889084-mod	10	4
chr7:93889084-unmod	73	94
chr7:93890673-mod	4	2
chr7:93890673-unmod	50	73
chr7:97852307-mod	1	1
chr7:97852307-unmod	17	9
chr7:98282394-mod	3	1
chr7:98282394-unmod	63	35
chr7:98291127-mod	10	4
chr7:98291127-unmod	73	41
chr7:98291248-mod	6	5
chr7:98291248-unmod	71	37
chr7:98291333-mod	34	16
chr7:98291333-unmod	45	27
chr7:98291356-mod	14	10
chr7:98291356-unmod	57	36
chr7:98291432-mod	1	1
chr7:98291432-unmod	75	41
chr7:98293505-mod	3	5
chr7:98293505-unmod	7	7
chr7:98306454-mod	1	3
chr7:98306454-unmod	9	9
chr7:99385769-mod	4	1
chr7:99385769-unmod	10	9
chr7:99386785-mod	3	1
chr7:99386785-unmod	11	9
chr7:99389957-mod	3	6
chr7:99389957-unmod	11	7
chr7:99390970-mod	5	1
chr7:99390970-unmod	12	14
chr7:99391220-mod	1	3
chr7:99391220-unmod	17	12
chr7:99392797-mod	4	1
chr7:99392797-unmod	16	11
chr7:99392866-mod	6	4
chr7:99392866-unmod	30	26
chr7:99394472-mod	1	2
chr7:99394472-unmod	21	17
chr7:99394630-mod	4	4
chr7:99394630-unmod	26	11
chr7:99394740-mod	12	9
chr7:99394740-unmod	8	10
chr7:99417506-mod	1	1
chr7:99417506-unmod	11	15
chr7:99458266-mod	1	8
chr7:99458266-unmod	10	27
chr7:99458320-mod	1	9
chr7:99458320-unmod	10	25
chr7:99460158-mod	1	1
chr7:99460158-unmod	11	35
chr7:997329-mod	2	2
chr7:997329-unmod	31	9
chr7:997347-mod	6	3
chr7:997347-unmod	16	7
chr7:997406-mod	6	2
chr7:997406-unmod	16	9
chr8:100702979-mod	22	47
chr8:100702979-unmod	190	172
chr8:100703102-mod	1	3
chr8:100703102-unmod	168	182
chr8:100703147-mod	8	9
chr8:100703147-unmod	194	197
chr8:100703192-mod	3	2
chr8:100703192-unmod	203	209
chr8:100703226-mod	11	7
chr8:100703226-unmod	185	198
chr8:100703233-mod	5	3
chr8:100703233-unmod	186	202
chr8:100703294-mod	2	4
chr8:100703294-unmod	177	190
chr8:100703347-mod	7	4
chr8:100703347-unmod	172	190
chr8:100704967-mod	12	15
chr8:100704967-unmod	156	156
chr8:100705639-mod	6	7
chr8:100705639-unmod	148	160
chr8:100705646-mod	13	14
chr8:100705646-unmod	143	156
chr8:100709139-mod	2	5
chr8:100709139-unmod	113	124
chr8:100709156-mod	31	43
chr8:100709156-unmod	88	96
chr8:100709215-mod	12	23
chr8:100709215-unmod	109	112
chr8:100712684-mod	6	12
chr8:100712684-unmod	81	99
chr8:100712702-mod	23	39
chr8:100712702-unmod	88	95
chr8:100715558-mod	7	19
chr8:100715558-unmod	32	43
chr8:100718153-mod	2	6
chr8:100718153-unmod	19	43
chr8:100718264-mod	1	2
chr8:100718264-unmod	26	46
chr8:100721410-mod	6	20
chr8:100721410-unmod	26	33
chr8:100721533-mod	1	4
chr8:100721533-unmod	11	27
chr8:100721578-mod	3	6
chr8:100721578-unmod	15	43
chr8:100721806-mod	1	1
chr8:100721806-unmod	23	27
chr8:100721837-mod	2	3
chr8:100721837-unmod	24	45
chr8:100722031-mod	4	9
chr8:100722031-unmod	14	22
chr8:100919526-mod	5	5
chr8:100919526-unmod	32	21
chr8:100919699-mod	4	3
chr8:100919699-unmod	31	22
chr8:100919746-mod	3	1
chr8:100919746-unmod	35	26
chr8:100919770-mod	5	2
chr8:100919770-unmod	33	28
chr8:100919819-mod	2	1
chr8:100919819-unmod	41	28
chr8:100920137-mod	1	4
chr8:100920137-unmod	34	24
chr8:100920175-mod	2	2
chr8:100920175-unmod	28	26
chr8:100920358-mod	1	2
chr8:100920358-unmod	25	20
chr8:100920384-mod	1	1
chr8:100920384-unmod	26	23
chr8:100920592-mod	3	1
chr8:100920592-unmod	8	19
chr8:100924168-mod	3	4
chr8:100924168-unmod	19	15
chr8:100924923-mod	1	1
chr8:100924923-unmod	10	19
chr8:100948801-mod	2	6
chr8:100948801-unmod	11	13
chr8:108201915-mod	2	1
chr8:108201915-unmod	8	17
chr8:116644970-mod	6	6
chr8:116644970-unmod	23	22
chr8:116645078-mod	8	5
chr8:116645078-unmod	21	25
chr8:116646552-mod	11	7
chr8:116646552-unmod	14	19
chr8:116655911-mod	3	1
chr8:116655911-unmod	24	16
chr8:116657263-mod	8	5
chr8:116657263-unmod	19	21
chr8:116657302-mod	2	1
chr8:116657302-unmod	20	24
chr8:116658865-mod	2	1
