chrom:genomepos	wtdmso	wtcsc
chr7:97853112-mod	1	3
chr7:97853112-unmod	12	34
chr7:97853379-mod	7	21
chr7:97853379-unmod	9	29
chr7:97854595-mod	5	14
chr7:97854595-unmod	11	36
chr7:97854629-mod	3	1
chr7:97854629-unmod	11	33
chr7:97855382-mod	5	11
chr7:97855382-unmod	10	26
chr7:97855425-mod	2	1
chr7:97855425-unmod	8	15
chr7:98281799-mod	1	2
chr7:98281799-unmod	76	66
chr7:98282394-mod	3	4
chr7:98282394-unmod	63	55
chr7:98291127-mod	10	5
chr7:98291127-unmod	73	69
chr7:98291248-mod	6	7
chr7:98291248-unmod	71	61
chr7:98291333-mod	34	43
chr7:98291333-unmod	45	35
chr7:98291356-mod	14	15
chr7:98291356-unmod	57	52
chr7:98293505-mod	3	6
chr7:98293505-unmod	7	15
chr7:98304343-mod	3	2
chr7:98304343-unmod	7	9
chr7:99385769-mod	4	6
chr7:99385769-unmod	10	21
chr7:99386785-mod	3	2
chr7:99386785-unmod	11	28
chr7:99389957-mod	3	7
chr7:99389957-unmod	11	8
chr7:99389999-mod	3	6
chr7:99389999-unmod	14	23
chr7:99390970-mod	5	4
chr7:99390970-unmod	12	30
chr7:99391220-mod	1	7
chr7:99391220-unmod	17	29
chr7:99392797-mod	4	2
chr7:99392797-unmod	16	35
chr7:99392851-mod	1	8
chr7:99392851-unmod	35	45
chr7:99392866-mod	6	8
chr7:99392866-unmod	30	38
chr7:99394472-mod	1	5
chr7:99394472-unmod	21	41
chr7:99394630-mod	4	5
chr7:99394630-unmod	26	35
chr7:99394740-mod	12	26
chr7:99394740-unmod	8	17
chr7:99417506-mod	1	6
chr7:99417506-unmod	11	20
chr7:99458266-mod	1	2
chr7:99458266-unmod	10	15
chr7:99458320-mod	1	4
chr7:99458320-unmod	10	12
chr7:99460158-mod	1	1
chr7:99460158-unmod	11	14
chr7:997229-mod	1	1
chr7:997229-unmod	20	20
chr7:997329-mod	2	3
chr7:997329-unmod	31	20
chr7:997347-mod	6	8
chr7:997347-unmod	16	14
chr7:997406-mod	6	6
chr7:997406-unmod	16	17
chr8:100702979-mod	22	50
chr8:100702979-unmod	190	254
chr8:100703102-mod	1	5
chr8:100703102-unmod	168	250
chr8:100703147-mod	8	17
chr8:100703147-unmod	194	275
chr8:100703192-mod	3	8
chr8:100703192-unmod	203	282
chr8:100703226-mod	11	14
chr8:100703226-unmod	185	269
chr8:100703233-mod	5	6
chr8:100703233-unmod	186	260
chr8:100703294-mod	2	11
chr8:100703294-unmod	177	237
chr8:100703347-mod	7	4
chr8:100703347-unmod	172	242
chr8:100704967-mod	12	26
chr8:100704967-unmod	156	211
chr8:100705639-mod	6	22
chr8:100705639-unmod	148	190
chr8:100705646-mod	13	20
chr8:100705646-unmod	143	201
chr8:100706787-mod	1	1
chr8:100706787-unmod	125	165
chr8:100706932-mod	1	1
chr8:100706932-unmod	117	160
chr8:100709139-mod	2	4
chr8:100709139-unmod	113	141
chr8:100709156-mod	31	46
chr8:100709156-unmod	88	107
chr8:100709215-mod	12	30
chr8:100709215-unmod	109	123
chr8:100712684-mod	6	12
chr8:100712684-unmod	81	95
chr8:100712702-mod	23	50
chr8:100712702-unmod	88	86
chr8:100715558-mod	7	16
chr8:100715558-unmod	32	66
chr8:100718153-mod	2	7
chr8:100718153-unmod	19	62
chr8:100718264-mod	1	7
chr8:100718264-unmod	26	62
chr8:100721410-mod	6	23
chr8:100721410-unmod	26	53
chr8:100721533-mod	1	3
chr8:100721533-unmod	11	55
chr8:100721578-mod	3	6
chr8:100721578-unmod	15	61
chr8:100721806-mod	1	6
chr8:100721806-unmod	23	57
chr8:100722031-mod	4	17
chr8:100722031-unmod	14	35
chr8:100918865-mod	1	1
chr8:100918865-unmod	46	71
chr8:100919332-mod	1	8
chr8:100919332-unmod	44	55
chr8:100919526-mod	5	4
chr8:100919526-unmod	32	37
chr8:100919563-mod	1	1
chr8:100919563-unmod	34	32
chr8:100919699-mod	4	6
chr8:100919699-unmod	31	31
chr8:100919746-mod	3	6
chr8:100919746-unmod	35	31
chr8:100919770-mod	5	5
chr8:100919770-unmod	33	36
chr8:100919819-mod	2	1
chr8:100919819-unmod	41	45
chr8:100920008-mod	1	2
chr8:100920008-unmod	39	38
chr8:100920137-mod	1	4
chr8:100920137-unmod	34	31
chr8:100920175-mod	2	5
chr8:100920175-unmod	28	28
chr8:100920358-mod	1	1
chr8:100920358-unmod	25	25
chr8:100920384-mod	1	4
chr8:100920384-unmod	26	22
chr8:100924168-mod	3	1
chr8:100924168-unmod	19	10
chr8:100924923-mod	1	1
chr8:100924923-unmod	10	20
chr8:100948801-mod	2	2
chr8:100948801-unmod	11	10
chr8:101199163-mod	5	4
chr8:101199163-unmod	6	6
chr8:108201915-mod	2	3
chr8:108201915-unmod	8	26
chr8:116644970-mod	6	16
chr8:116644970-unmod	23	38
chr8:116645078-mod	8	13
chr8:116645078-unmod	21	38
chr8:116646522-mod	1	1
chr8:116646522-unmod	28	53
chr8:116646552-mod	11	13
chr8:116646552-unmod	14	34
chr8:116655911-mod	3	6
chr8:116655911-unmod	24	43
chr8:116657255-mod	1	9
chr8:116657255-unmod	25	44
chr8:116657263-mod	8	11
chr8:116657263-unmod	19	42
chr8:116657302-mod	2	6
chr8:116657302-unmod	20	42
chr8:116658865-mod	2	4
chr8:116658865-unmod	24	45
chr8:116726026-mod	3	1
chr8:116726026-unmod	24	48
chr8:116726126-mod	5	18
chr8:116726126-unmod	21	31
chr8:11808794-mod	5	6
chr8:11808794-unmod	15	10
chr8:11821862-mod	3	13
chr8:11821862-unmod	7	7
chr8:11826168-mod	2	2
chr8:11826168-unmod	20	19
chr8:11830323-mod	15	10
chr8:11830323-unmod	9	22
chr8:11838558-mod	3	4
chr8:11838558-unmod	26	35
chr8:11838583-mod	2	3
chr8:11838583-unmod	28	36
chr8:11838594-mod	8	4
chr8:11838594-unmod	17	14
chr8:11838602-mod	7	10
chr8:11838602-unmod	24	25
chr8:11838769-mod	2	3
chr8:11838769-unmod	8	15
chr8:11844450-mod	7	10
chr8:11844450-unmod	111	155
chr8:11844525-mod	4	12
chr8:11844525-unmod	114	160
chr8:11844535-mod	24	34
chr8:11844535-unmod	98	138
chr8:11844811-mod	2	2
chr8:11844811-unmod	99	145
chr8:11844853-mod	31	58
chr8:11844853-unmod	65	79
chr8:11844939-mod	15	17
chr8:11844939-unmod	89	124
chr8:11844980-mod	2	3
chr8:11844980-unmod	100	132
chr8:11844997-mod	2	10
chr8:11844997-unmod	90	114
chr8:11845018-mod	74	95
chr8:11845018-unmod	24	43
chr8:11845032-mod	1	5
chr8:11845032-unmod	80	110
chr8:11845199-mod	14	15
chr8:11845199-unmod	58	87
chr8:11845665-mod	9	11
chr8:11845665-unmod	81	102
chr8:11845674-mod	14	31
chr8:11845674-unmod	63	80
chr8:11845680-mod	13	20
chr8:11845680-unmod	67	87
chr8:11847071-mod	6	10
chr8:11847071-unmod	61	57
chr8:11847131-mod	2	6
chr8:11847131-unmod	86	100
chr8:11847689-mod	16	27
chr8:11847689-unmod	50	67
chr8:11847814-mod	4	1
chr8:11847814-unmod	60	83
chr8:11848119-mod	20	35
chr8:11848119-unmod	47	47
chr8:11849081-mod	12	13
chr8:11849081-unmod	71	86
chr8:11849135-mod	2	3
chr8:11849135-unmod	75	89
chr8:11850928-mod	3	5
chr8:11850928-unmod	59	72
chr8:11850962-mod	3	10
chr8:11850962-unmod	62	58
chr8:123209496-mod	5	3
chr8:123209496-unmod	14	14
chr8:123209550-mod	2	1
chr8:123209550-unmod	14	16
chr8:123209565-mod	2	3
chr8:123209565-unmod	17	13
chr8:123209739-mod	2	4
chr8:123209739-unmod	14	25
chr8:123209885-mod	3	3
chr8:123209885-unmod	19	28
chr8:124539216-mod	2	9
chr8:124539216-unmod	17	30
chr8:124543235-mod	2	12
chr8:124543235-unmod	19	29
chr8:124547085-mod	1	1
chr8:124547085-unmod	18	42
chr8:124549802-mod	2	4
chr8:124549802-unmod	20	41
chr8:124549941-mod	3	15
chr8:124549941-unmod	17	19
chr8:133237181-mod	2	8
chr8:133237181-unmod	70	103
chr8:133237257-mod	4	2
chr8:133237257-unmod	150	195
chr8:133237352-mod	10	23
chr8:133237352-unmod	147	178
chr8:133237409-mod	6	5
chr8:133237409-unmod	142	192
chr8:133237426-mod	20	22
chr8:133237426-unmod	133	173
chr8:133237628-mod	6	18
chr8:133237628-unmod	105	125
chr8:133237688-mod	33	47
chr8:133237688-unmod	107	135
chr8:133237719-mod	29	44
chr8:133237719-unmod	110	143
chr8:133237746-mod	6	15
chr8:133237746-unmod	114	147
chr8:133237755-mod	17	23
chr8:133237755-unmod	113	148
chr8:133237768-mod	45	78
chr8:133237768-unmod	89	106
chr8:133238313-mod	2	6
chr8:133238313-unmod	112	137
chr8:133238372-mod	1	1
chr8:133238372-unmod	106	139
chr8:133238393-mod	5	6
chr8:133238393-unmod	91	133
chr8:133238462-mod	16	17
chr8:133238462-unmod	86	124
chr8:133238587-mod	4	11
chr8:133238587-unmod	88	114
chr8:133238594-mod	7	12
chr8:133238594-unmod	75	96
chr8:133238680-mod	4	5
chr8:133238680-unmod	79	110
chr8:133238732-mod	3	6
chr8:133238732-unmod	66	92
chr8:133238781-mod	2	2
chr8:133238781-unmod	75	108
chr8:133238850-mod	47	74
chr8:133238850-unmod	24	29
chr8:133238914-mod	4	5
chr8:133238914-unmod	75	107
chr8:133238944-mod	5	17
chr8:133238944-unmod	70	93
chr8:133239101-mod	2	2
chr8:133239101-unmod	65	93
chr8:133244382-mod	12	18
chr8:133244382-unmod	36	59
chr8:133246640-mod	7	8
chr8:133246640-unmod	53	66
chr8:133247899-mod	2	2
chr8:133247899-unmod	64	69
chr8:133248733-mod	6	6
chr8:133248733-unmod	55	61
chr8:133250478-mod	12	15
chr8:133250478-unmod	51	62
chr8:133250484-mod	1	1
chr8:133250484-unmod	60	76
chr8:133256792-mod	4	15
chr8:133256792-unmod	50	56
chr8:133256816-mod	10	18
chr8:133256816-unmod	43	52
chr8:133258376-mod	6	5
chr8:133258376-unmod	55	77
chr8:133258400-mod	4	20
chr8:133258400-unmod	57	52
chr8:133262130-mod	1	4
chr8:133262130-unmod	45	50
chr8:133264548-mod	7	10
chr8:133264548-unmod	44	55
chr8:133264560-mod	2	3
chr8:133264560-unmod	40	51
chr8:133264600-mod	4	7
chr8:133264600-unmod	47	61
chr8:133284285-mod	1	1
chr8:133284285-unmod	51	69
chr8:133284312-mod	4	2
chr8:133284312-unmod	44	63
chr8:143579738-mod	9	8
chr8:143579738-unmod	24	49
chr8:143580048-mod	1	1
chr8:143580048-unmod	45	102
chr8:143580052-mod	3	5
chr8:143580052-unmod	42	109
chr8:143580189-mod	3	8
chr8:143580189-unmod	43	94
chr8:143580629-mod	1	9
chr8:143580629-unmod	44	101
chr8:143580644-mod	4	6
chr8:143580644-unmod	54	127
chr8:143581245-mod	3	7
chr8:143581245-unmod	52	121
chr8:143581290-mod	2	7
chr8:143581290-unmod	52	99
chr8:143586240-mod	4	20
chr8:143586240-unmod	48	99
chr8:143586261-mod	1	8
chr8:143586261-unmod	46	102
chr8:143724189-mod	10	5
chr8:143724189-unmod	16	8
chr8:143724258-mod	1	1
chr8:143724258-unmod	26	12
chr8:143991205-mod	1	3
chr8:143991205-unmod	11	40
chr8:143991213-mod	1	15
chr8:143991213-unmod	23	33
chr8:143991567-mod	1	7
chr8:143991567-unmod	12	34
chr8:143991748-mod	1	3
chr8:143991748-unmod	23	45
chr8:143991979-mod	2	5
chr8:143991979-unmod	26	52
chr8:143992040-mod	2	10
chr8:143992040-unmod	24	41
chr8:143992064-mod	5	10
chr8:143992064-unmod	22	52
chr8:143992253-mod	2	1
chr8:143992253-unmod	25	51
chr8:143992555-mod	2	8
chr8:143992555-unmod	22	43
chr8:143992725-mod	1	3
chr8:143992725-unmod	30	56
chr8:143992773-mod	2	6
chr8:143992773-unmod	24	50
chr8:143992888-mod	2	5
chr8:143992888-unmod	40	71
chr8:143993012-mod	6	12
chr8:143993012-unmod	22	45
chr8:143993141-mod	17	34
chr8:143993141-unmod	26	47
chr8:144085050-mod	6	5
chr8:144085050-unmod	4	6
chr8:144086152-mod	2	2
chr8:144086152-unmod	10	11
chr8:144086163-mod	2	2
chr8:144086163-unmod	9	10
chr8:144095959-mod	4	6
chr8:144095959-unmod	24	35
chr8:144096019-mod	1	1
chr8:144096019-unmod	15	30
chr8:144096179-mod	1	6
chr8:144096179-unmod	27	32
chr8:144096469-mod	5	5
chr8:144096469-unmod	24	42
chr8:144096597-mod	2	2
chr8:144096597-unmod	30	48
chr8:144097335-mod	2	3
chr8:144097335-unmod	29	45
chr8:144097369-mod	9	13
chr8:144097369-unmod	15	24
chr8:144097459-mod	1	2
chr8:144097459-unmod	29	49
chr8:144106571-mod	4	5
chr8:144106571-unmod	6	10
chr8:144106940-mod	1	1
chr8:144106940-unmod	10	16
chr8:144107158-mod	4	2
chr8:144107158-unmod	17	15
chr8:144107321-mod	6	7
chr8:144107321-unmod	5	9
chr8:144107386-mod	4	5
chr8:144107386-unmod	19	32
chr8:144107394-mod	5	4
chr8:144107394-unmod	18	34
chr8:144309568-mod	1	2
chr8:144309568-unmod	9	10
chr8:144309871-mod	1	9
chr8:144309871-unmod	10	12
chr8:144312066-mod	1	2
chr8:144312066-unmod	9	8
chr8:144312096-mod	5	7
chr8:144312096-unmod	18	17
chr8:144312118-mod	6	6
chr8:144312118-unmod	19	16
chr8:144313524-mod	2	2
chr8:144313524-unmod	26	25
chr8:144313596-mod	3	1
chr8:144313596-unmod	24	25
chr8:144314036-mod	4	8
chr8:144314036-unmod	27	21
chr8:144314184-mod	1	2
chr8:144314184-unmod	27	27
chr8:144314265-mod	2	2
chr8:144314265-unmod	27	27
chr8:144314313-mod	5	5
chr8:144314313-unmod	25	20
chr8:144314451-mod	3	8
chr8:144314451-unmod	27	23
chr8:144314569-mod	8	12
chr8:144314569-unmod	9	14
chr8:144314680-mod	4	1
chr8:144314680-unmod	24	26
chr8:144314707-mod	3	4
chr8:144314707-unmod	12	24
chr8:144789807-mod	21	39
chr8:144789807-unmod	621	848
chr8:144789826-mod	20	35
chr8:144789826-unmod	646	895
chr8:144789832-mod	28	56
chr8:144789832-unmod	664	935
chr8:144789850-mod	100	160
chr8:144789850-unmod	442	608
chr8:144790388-mod	100	174
chr8:144790388-unmod	597	811
chr8:144790442-mod	5	18
chr8:144790442-unmod	665	935
chr8:144791348-mod	3	7
chr8:144791348-unmod	607	863
chr8:144791380-mod	40	79
chr8:144791380-unmod	628	892
chr8:144791410-mod	1	2
chr8:144791410-unmod	574	820
chr8:144791912-mod	20	19
chr8:144791912-unmod	490	724
chr8:144792108-mod	30	49
chr8:144792108-unmod	380	578
chr8:144792138-mod	25	53
chr8:144792138-unmod	301	430
chr8:144792368-mod	80	141
chr8:144792368-unmod	259	362
chr8:23020479-mod	1	1
chr8:23020479-unmod	10	12
chr8:23020486-mod	2	3
chr8:23020486-unmod	20	13
chr8:30063337-mod	1	1
chr8:30063337-unmod	10	9
chr8:30065996-mod	4	1
chr8:30065996-unmod	6	9
chr8:30066813-mod	2	5
chr8:30066813-unmod	8	5
chr8:30070013-mod	2	1
chr8:30070013-unmod	8	9
chr8:30785673-mod	1	2
chr8:30785673-unmod	11	28
chr8:30785895-mod	1	4
chr8:30785895-unmod	10	29
chr8:30785946-mod	1	8
chr8:30785946-unmod	9	24
chr8:30785950-mod	1	2
chr8:30785950-unmod	10	30
chr8:38030670-mod	3	10
chr8:38030670-unmod	46	83
chr8:38057125-mod	12	32
chr8:38057125-unmod	37	61
chr8:38057136-mod	3	4
chr8:38057136-unmod	49	87
chr8:38057142-mod	1	1
chr8:38057142-unmod	49	90
chr8:38059927-mod	9	24
chr8:38059927-unmod	38	60
chr8:38060053-mod	7	17
chr8:38060053-unmod	33	59
chr8:38060106-mod	13	23
chr8:38060106-unmod	29	59
chr8:38060167-mod	5	6
chr8:38060167-unmod	50	92
chr8:38060208-mod	10	20
chr8:38060208-unmod	35	61
chr8:38060218-mod	11	31
chr8:38060218-unmod	42	70
chr8:48918133-mod	8	6
chr8:48918133-unmod	10	19
chr8:48918304-mod	1	8
chr8:48918304-unmod	19	13
chr8:48918373-mod	5	3
chr8:48918373-unmod	15	8
chr8:48918438-mod	1	3
chr8:48918438-unmod	19	18
chr8:48918544-mod	7	7
chr8:48918544-unmod	12	14
chr8:48918781-mod	2	2
chr8:48918781-unmod	17	8
chr8:48918879-mod	2	3
chr8:48918879-unmod	14	7
chr8:48919914-mod	3	5
chr8:48919914-unmod	15	15
chr8:56073064-mod	10	40
chr8:56073064-unmod	166	184
chr8:56073180-mod	19	68
chr8:56073180-unmod	258	307
chr8:56073247-mod	14	27
chr8:56073247-unmod	261	349
chr8:56073715-mod	6	16
chr8:56073715-unmod	263	340
chr8:56073758-mod	14	19
chr8:56073758-unmod	265	363
chr8:56074137-mod	9	8
chr8:56074137-unmod	226	326
chr8:56074415-mod	2	10
chr8:56074415-unmod	225	283
chr8:56074443-mod	42	68
chr8:56074443-unmod	189	209
chr8:66922641-mod	2	2
chr8:66922641-unmod	22	42
chr8:73290663-mod	7	15
chr8:73290663-unmod	315	444
chr8:73291047-mod	156	218
chr8:73291047-unmod	272	368
chr8:73291077-mod	13	70
chr8:73291077-unmod	389	501
chr8:73291120-mod	3	13
chr8:73291120-unmod	426	580
chr8:73291173-mod	49	86
chr8:73291173-unmod	388	510
chr8:73291633-mod	65	109
chr8:73291633-unmod	317	434
chr8:73291839-mod	19	20
chr8:73291839-unmod	317	483
chr8:73292270-mod	24	53
chr8:73292270-unmod	300	423
chr8:73292329-mod	61	159
chr8:73292329-unmod	269	338
chr8:73292762-mod	2	5
chr8:73292762-unmod	244	383
chr8:73293614-mod	10	13
chr8:73293614-unmod	145	219
chr8:85214938-mod	2	8
chr8:85214938-unmod	10	21
chr8:85214971-mod	1	5
chr8:85214971-unmod	11	25
chr8:85217419-mod	1	1
chr8:85217419-unmod	12	28
chr8:85217501-mod	3	1
chr8:85217501-unmod	9	27
chr8:96231114-mod	13	26
chr8:96231114-unmod	53	71
chr8:96231787-mod	1	3
chr8:96231787-unmod	68	90
chr8:96231822-mod	11	24
chr8:96231822-unmod	63	81
chr8:96231828-mod	1	7
chr8:96231828-unmod	62	82
chr8:96231870-mod	2	5
chr8:96231870-unmod	65	91
chr8:96233159-mod	2	2
chr8:96233159-unmod	68	96
chr8:98041762-mod	4	13
chr8:98041762-unmod	220	369
chr8:98041769-mod	1	2
chr8:98041769-unmod	190	349
chr8:98041814-mod	7	13
chr8:98041814-unmod	131	312
chr8:98041818-mod	1	5
chr8:98041818-unmod	69	146
chr8:98041840-mod	6	11
chr8:98041840-unmod	189	335
chr8:98041846-mod	22	80
chr8:98041846-unmod	194	298
chr8:98042702-mod	34	101
chr8:98042702-unmod	163	257
chr8:98042737-mod	9	17
chr8:98042737-unmod	206	350
chr8:98045009-mod	5	14
chr8:98045009-unmod	205	355
chr8:99878212-mod	11	12
chr8:99878212-unmod	32	32
chr8:99878226-mod	6	10
chr8:99878226-unmod	37	34
chr8:99892032-mod	2	1
chr8:99892032-unmod	35	37
chr9:110244047-mod	17	33
chr9:110244047-unmod	116	180
chr9:110244783-mod	1	2
chr9:110244783-unmod	136	236
chr9:110250826-mod	1	14
chr9:110250826-unmod	152	256
chr9:110251409-mod	9	12
chr9:110251409-unmod	136	238
chr9:110251461-mod	1	4
chr9:110251461-unmod	134	213
chr9:110256449-mod	5	26
chr9:110256449-unmod	120	179
chr9:121327332-mod	8	10
chr9:121327332-unmod	12	16
chr9:121327358-mod	3	6
chr9:121327358-unmod	21	7
chr9:121328950-mod	1	1
chr9:121328950-unmod	27	27
chr9:121331441-mod	1	4
chr9:121331441-unmod	30	32
chr9:121332565-mod	1	2
chr9:121332565-unmod	28	29
chr9:121332574-mod	1	6
chr9:121332574-unmod	27	25
chr9:121332647-mod	12	10
chr9:121332647-unmod	21	17
chr9:124353504-mod	2	3
chr9:124353504-unmod	12	26
chr9:124353535-mod	2	4
chr9:124353535-unmod	15	40
chr9:124353607-mod	1	6
chr9:124353607-unmod	13	17
chr9:124356814-mod	1	3
chr9:124356814-unmod	16	36
chr9:124356835-mod	1	1
chr9:124356835-unmod	15	31
chr9:124412385-mod	3	13
chr9:124412385-unmod	11	15
chr9:124413943-mod	4	9
chr9:124413943-unmod	14	28
chr9:124414873-mod	1	2
chr9:124414873-unmod	13	17
chr9:124857979-mod	1	3
chr9:124857979-unmod	171	309
chr9:124857987-mod	30	21
chr9:124857987-unmod	147	286
chr9:124858027-mod	3	8
chr9:124858027-unmod	179	308
chr9:124858044-mod	3	13
chr9:124858044-unmod	173	286
chr9:124860201-mod	3	1
chr9:124860201-unmod	166	299
chr9:124860214-mod	2	8
chr9:124860214-unmod	155	254
chr9:124861449-mod	8	9
chr9:124861449-unmod	170	298
chr9:125236269-mod	32	117
chr9:125236269-unmod	64	186
chr9:125236469-mod	23	118
chr9:125236469-unmod	106	297
chr9:125236518-mod	54	224
chr9:125236518-unmod	66	169
chr9:125236544-mod	42	193
chr9:125236544-unmod	84	225
chr9:125236552-mod	86	273
chr9:125236552-unmod	13	29
chr9:125236590-mod	12	44
chr9:125236590-unmod	113	364
chr9:125236657-mod	6	19
chr9:125236657-unmod	111	381
chr9:125236690-mod	27	149
chr9:125236690-unmod	91	259
chr9:125236712-mod	7	25
chr9:125236712-unmod	109	352
chr9:125236779-mod	2	7
chr9:125236779-unmod	99	369
chr9:125236801-mod	5	18
chr9:125236801-unmod	92	342
chr9:125236901-mod	4	10
chr9:125236901-unmod	86	330
chr9:125236956-mod	5	13
chr9:125236956-unmod	73	305
chr9:125236970-mod	9	15
chr9:125236970-unmod	74	266
chr9:125237012-mod	5	25
chr9:125237012-unmod	75	286
chr9:125237022-mod	2	18
chr9:125237022-unmod	78	307
chr9:125237103-mod	9	71
chr9:125237103-unmod	67	230
chr9:125237132-mod	4	15
chr9:125237132-unmod	69	286
chr9:125237139-mod	3	10
chr9:125237139-unmod	70	281
chr9:125238223-mod	5	33
chr9:125238223-unmod	70	262
chr9:125238237-mod	5	37
chr9:125238237-unmod	58	226
chr9:125238242-mod	5	39
chr9:125238242-unmod	72	259
chr9:125238260-mod	7	33
chr9:125238260-unmod	73	272
chr9:125238304-mod	3	9
chr9:125238304-unmod	78	289
chr9:125238674-mod	2	22
chr9:125238674-unmod	76	259
chr9:125238969-mod	13	68
chr9:125238969-unmod	48	195
chr9:125238975-mod	2	1
chr9:125238975-unmod	67	250
chr9:125239094-mod	1	14
chr9:125239094-unmod	61	214
chr9:125239132-mod	8	38
chr9:125239132-unmod	55	175
chr9:125239144-mod	5	42
chr9:125239144-unmod	52	181
chr9:125239160-mod	2	14
chr9:125239160-unmod	57	207
chr9:125239166-mod	1	7
chr9:125239166-unmod	60	203
chr9:125239223-mod	1	12
chr9:125239223-unmod	49	188
chr9:125239251-mod	1	19
chr9:125239251-unmod	53	177
chr9:125239265-mod	3	20
chr9:125239265-unmod	57	193
chr9:125239280-mod	2	17
chr9:125239280-unmod	55	203
chr9:125239460-mod	4	51
chr9:125239460-unmod	52	169
chr9:125240248-mod	1	2
chr9:125240248-unmod	48	201
chr9:125240697-mod	2	9
chr9:125240697-unmod	44	173
chr9:125240715-mod	1	6
chr9:125240715-unmod	45	171
chr9:125240760-mod	4	32
chr9:125240760-unmod	40	139
chr9:125240784-mod	11	35
chr9:125240784-unmod	39	151
chr9:125241017-mod	1	6
chr9:125241017-unmod	46	173
chr9:125241061-mod	2	8
chr9:125241061-unmod	37	168
chr9:125241156-mod	12	75
chr9:125241156-unmod	32	92
chr9:125241223-mod	3	13
chr9:125241223-unmod	39	154
chr9:125241312-mod	2	9
chr9:125241312-unmod	38	146
chr9:127447684-mod	3	5
chr9:127447684-unmod	259	303
chr9:127447707-mod	2	2
chr9:127447707-unmod	521	597
chr9:127447907-mod	6	13
chr9:127447907-unmod	547	641
chr9:127447919-mod	13	19
chr9:127447919-unmod	461	570
chr9:127447965-mod	37	87
chr9:127447965-unmod	521	577
chr9:127447986-mod	59	52
chr9:127447986-unmod	456	569
chr9:127448343-mod	78	84
chr9:127448343-unmod	449	565
chr9:127448418-mod	15	26
chr9:127448418-unmod	559	659
chr9:127449282-mod	1	4
chr9:127449282-unmod	567	663
chr9:127449300-mod	1	1
chr9:127449300-unmod	547	640
chr9:127449311-mod	12	20
chr9:127449311-unmod	545	633
chr9:127449618-mod	11	19
chr9:127449618-unmod	497	583
chr9:127449622-mod	26	52
chr9:127449622-unmod	466	556
chr9:127449632-mod	63	81
chr9:127449632-unmod	446	523
chr9:127449636-mod	31	58
chr9:127449636-unmod	486	550
chr9:127449664-mod	123	210
chr9:127449664-unmod	388	413
chr9:127449685-mod	15	19
chr9:127449685-unmod	503	609
chr9:128163490-mod	3	1
chr9:128163490-unmod	44	42
chr9:128163511-mod	2	2
chr9:128163511-unmod	46	46
chr9:128163637-mod	22	29
chr9:128163637-unmod	26	15
chr9:128163694-mod	1	5
chr9:128163694-unmod	43	35
chr9:128163722-mod	6	7
chr9:128163722-unmod	45	42
chr9:128721737-mod	7	3
chr9:128721737-unmod	5	7
chr9:128722064-mod	6	4
chr9:128722064-unmod	5	6
chr9:128917832-mod	2	4
chr9:128917832-unmod	8	8
chr9:128918002-mod	1	1
chr9:128918002-unmod	10	12
chr9:129738392-mod	3	5
chr9:129738392-unmod	10	60
chr9:129738486-mod	1	9
chr9:129738486-unmod	16	65
chr9:129738522-mod	3	15
chr9:129738522-unmod	24	67
chr9:129738539-mod	1	3
chr9:129738539-unmod	22	78
chr9:129738720-mod	3	5
chr9:129738720-unmod	24	73
chr9:129738794-mod	3	17
chr9:129738794-unmod	22	65
chr9:129738929-mod	4	24
chr9:129738929-unmod	20	56
chr9:129739207-mod	3	3
chr9:129739207-unmod	8	63
chr9:129739264-mod	1	2
chr9:129739264-unmod	9	45
chr9:133349551-mod	34	65
chr9:133349551-unmod	469	493
chr9:133349556-mod	19	29
chr9:133349556-unmod	561	659
chr9:133349574-mod	6	18
chr9:133349574-unmod	595	680
chr9:133349688-mod	24	48
chr9:133349688-unmod	579	619
chr9:133349945-mod	2	4
chr9:133349945-unmod	579	652
chr9:133349952-mod	5	10
chr9:133349952-unmod	598	671
chr9:133349975-mod	6	17
chr9:133349975-unmod	623	728
chr9:133350245-mod	10	4
chr9:133350245-unmod	686	775
chr9:133350269-mod	20	42
chr9:133350269-unmod	626	705
chr9:133350667-mod	2	13
chr9:133350667-unmod	735	799
chr9:133350692-mod	40	61
chr9:133350692-unmod	640	687
chr9:133350723-mod	119	151
chr9:133350723-unmod	556	605
chr9:133351006-mod	5	8
chr9:133351006-unmod	684	747
chr9:133351044-mod	103	98
chr9:133351044-unmod	624	724
chr9:133351057-mod	16	15
chr9:133351057-unmod	583	659
chr9:133351344-mod	139	266
chr9:133351344-unmod	608	566
chr9:133351356-mod	69	90
chr9:133351356-unmod	632	722
chr9:133361850-mod	1	3
chr9:133361850-unmod	24	33
chr9:133362060-mod	18	16
chr9:133362060-unmod	8	15
chr9:133362215-mod	1	2
chr9:133362215-unmod	24	27
chr9:133362246-mod	9	14
chr9:133362246-unmod	16	16
chr9:136724749-mod	1	2
chr9:136724749-unmod	27	33
chr9:136724756-mod	7	6
chr9:136724756-unmod	22	32
chr9:136724766-mod	19	27
chr9:136724766-unmod	12	12
chr9:136724785-mod	1	11
chr9:136724785-unmod	33	31
chr9:136724854-mod	10	11
chr9:136724854-unmod	20	30
chr9:136726331-mod	1	4
chr9:136726331-unmod	13	30
