inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1C2.S29_mtcsc_b1	M1C3.S37_mtcsc_b1	M2C2.S27_mtcsc_b1	lr	padj	dpsi
inclusion	K	intron_retention	EIF4E2	chr2:232567215-232568944	+	0.025	0.025	0.025	0.025	0.065	0.065	0.065	8.87	0.0387	4.0
inclusion	K	alternative_first_exon	PCDHA11	chr5:140871495-140978948	+	0.189	0.189	0.189	0.189	0.048	0.048	0.048	8.86	0.039	-14.099999999999998
inclusion	K	cassette	MGRN1	chr16:4677463-4677572	+	0.901	0.901	0.901	0.901	0.985	0.985	0.985	8.86	0.039	8.399999999999991
inclusion	K	alternative_first_exon	SINHCAF	chr12:31298225-31326023	-	0.594	0.594	0.594	0.594	0.444	0.444	0.444	8.84	0.0392	-15.0
inclusion	K	intron_retention	AC004943.2	chr16:72781820-72787162	+	0.597	0.597	0.597	0.597	0.343	0.343	0.343	8.84	0.0392	-25.39999999999999
inclusion	N	intron_retention	DTYMK	chr2:241678578-241680228	-	0.938	0.938	0.938	0.938	0.813	0.813	0.813	8.84	0.0392	-12.5
inclusion	N	alternative_first_exon	AL355385.2	chr6:43054487-43055544	-	0.778	0.778	0.778	0.778	0.862	0.862	0.862	8.84	0.0392	8.400000000000006
inclusion	N	cassette	STAU1	chr20:49158437-49158497	-	0.094	0.094	0.094	0.094	0.04	0.04	0.04	8.84	0.0392	-5.4
inclusion	K	alternative_first_exon	TRAK1	chr3:42091561-42125419	+	0.06	0.06	0.06	0.06	0.194	0.194	0.194	8.83	0.0393	13.400000000000002
inclusion	N	alternative_acceptor	SUZ12	chr17:31947686-31964820	+	0.209	0.209	0.209	0.209	0.022	0.022	0.022	8.83	0.0393	-18.7
inclusion	N	cassette	PDGFA	chr7:517394-517490	-	0.957	0.957	0.957	0.957	0.993	0.993	0.993	8.83	0.0393	3.5999999999999943
inclusion	N	cassette	IFRD2	chr3:50289255-50289356	-	0.974	0.974	0.974	0.974	0.912	0.912	0.912	8.83	0.0394	-6.199999999999989
inclusion	K	alternative_last_exon	NUBP2	chr16:1786656-1786756,chr16:1786656-1786737	+	0.462	0.462	0.462	0.462	0.603	0.603	0.603	8.82	0.0394	14.099999999999994
inclusion	K	intron_retention	SMARCA4	chr19:11039554-11041306	+	0.202	0.202	0.202	0.202	0.455	0.455	0.455	8.82	0.0394	25.299999999999997
inclusion	K	alternative_last_exon	LINC01503	chr9:129342044-129347225	+	0.855	0.855	0.855	0.855	0.975	0.975	0.975	8.81	0.0397	12.0
inclusion	K	alternative_last_exon	PSTK	chr10:122986963-122987333	+	0.226	0.226	0.226	0.226	0.477	0.477	0.477	8.8	0.0397	25.099999999999994
inclusion	K	cassette	NFYA	chr6:41080811-41080897	+	0.246	0.246	0.246	0.246	0.088	0.088	0.088	8.8	0.0397	-15.800000000000002
inclusion	K	cassette	PEX11A	chr15:89686431-89686546	-	0.806	0.806	0.806	0.806	0.98	0.98	0.98	8.8	0.0397	17.39999999999999
inclusion	K	intron_retention	TMEM33	chr4:41935263-41935466	+	0.689	0.689	0.689	0.689	0.828	0.828	0.828	8.8	0.0397	13.900000000000006
inclusion	N	alternative_acceptor	ESYT1	chr12:56133874-56134109	+	0.9	0.9	0.9	0.9	0.943	0.943	0.943	8.8	0.0397	4.299999999999997
inclusion	N	alternative_donor	nogene	chr9:135925188-135933056	-	0.674	0.674	0.674	0.674	0.93	0.93	0.93	8.8	0.0397	25.599999999999994
inclusion	N	alternative_donor	TRIM37	chr17:58982922-58999380	-	0.79	0.79	0.79	0.79	0.542	0.542	0.542	8.8	0.0397	-24.799999999999997
inclusion	N	cassette	PICALM	chr11:86031469-86031611	-	0.947	0.947	0.947	0.947	0.992	0.992	0.992	8.81	0.0397	4.500000000000014
inclusion	N	coord_cassette	EEF1AKMT1	chr13:20731841-20732121	-	0.725	0.725	0.725	0.725	0.932	0.932	0.932	8.8	0.0397	20.700000000000003
inclusion	K	intron_retention	SRSF8	chr11:95068184-95068654	+	0.652	0.652	0.652	0.652	0.796	0.796	0.796	8.79	0.0397	14.400000000000006
inclusion	N	cassette	ZNF561-AS1	chr19:9626784-9626860	+	0.361	0.361	0.361	0.361	0.519	0.519	0.519	8.79	0.0398	15.799999999999997
inclusion	K	alternative_acceptor	RAB34	chr17:28717292-28718121	-	0.118	0.118	0.118	0.118	0.211	0.211	0.211	8.79	0.0398	9.299999999999999
inclusion	K	alternative_acceptor	SIGIRR	chr11:406994-407061	-	0.64	0.64	0.64	0.64	0.357	0.357	0.357	8.78	0.0398	-28.300000000000004
inclusion	N	alternative_acceptor	PCDHGB5	chr5:141400525-141414574	+	0.214	0.214	0.214	0.214	0.384	0.384	0.384	8.78	0.0399	17.0
inclusion	N	alternative_first_exon	GGA1	chr22:37608904-37614189	+	0.434	0.434	0.434	0.434	0.621	0.621	0.621	8.78	0.0399	18.700000000000003
inclusion	K	intron_retention	CHPF2	chr7:151235613-151236407	+	0.023	0.023	0.023	0.023	0.079	0.079	0.079	8.77	0.04	5.6000000000000005
inclusion	K	alternative_last_exon	SPTAN1	chr9:128591626-128592982	+	0.744	0.744	0.744	0.744	0.859	0.859	0.859	8.77	0.0401	11.5
inclusion	K	intron_retention	ATG101	chr12:52070072-52070353	+	0.972	0.972	0.972	0.972	0.904	0.904	0.904	8.76	0.0403	-6.799999999999997
inclusion	N	cassette	EEF1AKMT1	chr13:20731841-20732121	-	0.687	0.687	0.687	0.687	0.91	0.91	0.91	8.76	0.0403	22.299999999999997
inclusion	N	cassette	IL17RC	chr3:9918335-9918409	+	0.985	0.985	0.985	0.985	0.92	0.92	0.92	8.75	0.0404	-6.5
inclusion	K	cassette	DROSHA	chr5:31515454-31515564	-	0.589	0.589	0.589	0.589	0.441	0.441	0.441	8.75	0.0404	-14.799999999999997
inclusion	K	cassette	LAS1L	chrX:65533610-65533735	-	0.74	0.74	0.74	0.74	0.613	0.613	0.613	8.75	0.0404	-12.700000000000003
inclusion	N	alternative_acceptor	MICU2	chr13:21495843-21496051	-	0.156	0.156	0.156	0.156	0.043	0.043	0.043	8.75	0.0404	-11.3
inclusion	K	alternative_first_exon	LMBR1L	chr12:49104886-49105923	-	0.922	0.922	0.922	0.922	0.779	0.779	0.779	8.74	0.0404	-14.299999999999997
inclusion	K	alternative_last_exon	CD151	chr11:838368-838444	+	0.983	0.983	0.983	0.983	0.999	0.999	0.999	8.74	0.0404	1.6000000000000085
inclusion	N	cassette	SLC30A5	chr5:69128004-69128132	+	0.933	0.933	0.933	0.933	0.992	0.992	0.992	8.74	0.0404	5.8999999999999915
inclusion	N	cassette	UBE3A	chr15:25408620-25408684	-	0.259	0.259	0.259	0.259	0.089	0.089	0.089	8.74	0.0405	-17.0
inclusion	N	alternative_last_exon	SNHG26	chr7:22857017-22858570	+	0.307	0.307	0.307	0.307	0.109	0.109	0.109	8.74	0.0405	-19.799999999999997
inclusion	N	intron_retention	FKBP9	chr7:33005467-33006571	+	0.929	0.929	0.929	0.929	0.973	0.973	0.973	8.72	0.0408	4.3999999999999915
inclusion	N	alternative_donor	AFG3L2	chr18:12351211-12351305	-	0.897	0.897	0.897	0.897	0.97	0.97	0.97	8.72	0.0408	7.299999999999997
inclusion	K	alternative_donor	NT5C3B	chr17:41835958-41836078	-	0.832	0.832	0.832	0.832	0.702	0.702	0.702	8.71	0.0409	-13.000000000000014
inclusion	N	cassette	ARNTL2	chr12:27387228-27387320	+	0.77	0.77	0.77	0.77	0.541	0.541	0.541	8.71	0.0409	-22.9
inclusion	N	cassette	KIAA1324	chr1:109173688-109173837	+	0.793	0.793	0.793	0.793	0.437	0.437	0.437	8.71	0.0409	-35.599999999999994
inclusion	K	alternative_donor	PRCC	chr1:156768240-156782281	+	0.974	0.974	0.974	0.974	0.998	0.998	0.998	8.71	0.041	2.4000000000000057
inclusion	N	alternative_last_exon	PTGFRN	chr1:116967331-116974215	+	0.915	0.915	0.915	0.915	0.991	0.991	0.991	8.71	0.041	7.599999999999994
inclusion	K	intron_retention	NUP62	chr19:49927849-49929325	-	0.464	0.464	0.464	0.464	0.287	0.287	0.287	8.7	0.041	-17.700000000000006
inclusion	K	intron_retention	CA5BP1	chrX:15693059-15702781	+	0.12	0.12	0.12	0.12	0.31	0.31	0.31	8.7	0.041	19.0
inclusion	N	alternative_last_exon	TBL1XR1	chr3:177065023-177098465	-	0.943	0.943	0.943	0.943	0.779	0.779	0.779	8.7	0.041	-16.39999999999999
inclusion	K	intron_retention	COL4A6	chrX:108211741-108214111	-	0.232	0.232	0.232	0.232	0.085	0.085	0.085	8.69	0.0412	-14.700000000000003
inclusion	N	alternative_acceptor	PDGFA	chr7:499652-500430	-	0.609	0.609	0.609	0.609	0.344	0.344	0.344	8.69	0.0412	-26.5
inclusion	N	alternative_acceptor	ABLIM1	chr10:114448021-114451623	-	0.883	0.883	0.883	0.883	0.71	0.71	0.71	8.69	0.0412	-17.299999999999997
inclusion	N	alternative_last_exon	VTI1A	chr10:112668999-112815289	+	0.865	0.865	0.865	0.865	0.676	0.676	0.676	8.69	0.0412	-18.89999999999999
inclusion	K	cassette	USP10	chr16:84704740-84704860	+	0.005	0.005	0.005	0.005	0.037	0.037	0.037	8.68	0.0413	3.1999999999999997
inclusion	K	intron_retention	RBM25	chr14:73111156-73111527	+	0.094	0.094	0.094	0.094	0.027	0.027	0.027	8.68	0.0414	-6.7
inclusion	N	cassette	ATP10D	chr4:47554726-47554914	+	0.768	0.768	0.768	0.768	0.933	0.933	0.933	8.67	0.0414	16.500000000000014
inclusion	N	intron_retention	FLNA	chrX:154349859-154350030	-	0.309	0.309	0.309	0.309	0.813	0.813	0.813	8.67	0.0414	50.4
inclusion	N	cassette	IDS	chrX:149502075-149502177	-	0.109	0.109	0.109	0.109	0.054	0.054	0.054	8.66	0.0415	-5.5
inclusion	N	cassette	NAAA	chr4:75918761-75918789	-	0.315	0.315	0.315	0.315	0.469	0.469	0.469	8.67	0.0415	15.399999999999999
inclusion	K	alternative_first_exon	VRK3	chr19:49995276-49997503	-	0.917	0.917	0.917	0.917	0.979	0.979	0.979	8.66	0.0417	6.199999999999989
inclusion	K	cassette	TMEM159	chr16:21160978-21161008	+	0.388	0.388	0.388	0.388	0.245	0.245	0.245	8.65	0.0419	-14.300000000000004
inclusion	N	alternative_last_exon	GRB7	chr17:39744208-39744552	+	0.957	0.957	0.957	0.957	0.895	0.895	0.895	8.65	0.0419	-6.200000000000003
inclusion	K	alternative_first_exon	ZNF691	chr1:42846658-42850949	+	0.418	0.418	0.418	0.418	0.161	0.161	0.161	8.64	0.042	-25.699999999999996
inclusion	K	alternative_last_exon	CUL4A	chr13:113229520-113229641	+	0.303	0.303	0.303	0.303	0.153	0.153	0.153	8.64	0.0421	-15.000000000000002
inclusion	K	alternative_last_exon	CHP1	chr15:41270619-41278766	+	0.963	0.963	0.963	0.963	0.988	0.988	0.988	8.63	0.0421	2.5
inclusion	N	cassette	TIMMDC1	chr3:119503954-119504021	+	0.891	0.891	0.891	0.891	0.951	0.951	0.951	8.63	0.0421	6.0
inclusion	N	alternative_first_exon	MYO19	chr17:36496407-36499074	-	0.059	0.059	0.059	0.059	0.01	0.01	0.01	8.63	0.0422	-4.8999999999999995
inclusion	N	cassette	ANKRD13D	chr11:67299058-67299124	+	0.94	0.94	0.94	0.94	0.99	0.99	0.99	8.62	0.0423	5.0
inclusion	N	cassette	RNF121	chr11:71962152-71962289	+	0.112	0.112	0.112	0.112	0.024	0.024	0.024	8.62	0.0424	-8.8
inclusion	K	alternative_first_exon	PPCDC	chr15:75028454-75043440	+	0.94	0.94	0.94	0.94	0.717	0.717	0.717	8.61	0.0425	-22.299999999999997
inclusion	N	cassette	C12orf49	chr12:116720296-116720447	-	0.947	0.947	0.947	0.947	0.992	0.992	0.992	8.61	0.0425	4.500000000000014
inclusion	N	alternative_first_exon	AC139256.3	chr16:15119055-15125690	-	0.836	0.836	0.836	0.836	0.51	0.51	0.51	8.6	0.0427	-32.599999999999994
inclusion	K	alternative_first_exon	ATP5F1C	chr10:7796156-7797046	+	0.97	0.97	0.97	0.97	0.992	0.992	0.992	8.59	0.0429	2.200000000000003
inclusion	K	alternative_first_exon	PGAP2	chr11:3808652-3811249	+	0.151	0.151	0.151	0.151	0.332	0.332	0.332	8.59	0.0429	18.1
inclusion	K	intron_retention	TPTEP1	chr22:16614179-16614698	+	0.638	0.638	0.638	0.638	0.778	0.778	0.778	8.58	0.043	13.999999999999993
inclusion	N	intron_retention	KDM1A	chr1:23082367-23082449	+	0.311	0.311	0.311	0.311	0.131	0.131	0.131	8.57	0.0433	-18.0
inclusion	K	intron_retention	ALS2CL	chr3:46671585-46671883	-	0.093	0.093	0.093	0.093	0.042	0.042	0.042	8.56	0.0435	-5.1000000000000005
inclusion	N	cassette	CETN3	chr5:90396493-90396564	-	0.1	0.1	0.1	0.1	0.21	0.21	0.21	8.56	0.0435	11.0
inclusion	K	alternative_acceptor	EFNA4	chr1:155067441-155068852	+	0.856	0.856	0.856	0.856	0.705	0.705	0.705	8.54	0.0439	-15.099999999999994
inclusion	N	alternative_donor	SH3YL1	chr2:219002-224863	-	0.987	0.987	0.987	0.987	0.893	0.893	0.893	8.54	0.0439	-9.400000000000006
inclusion	N	cassette	MORF4L2	chrX:103678499-103678651	-	0.911	0.911	0.911	0.911	0.844	0.844	0.844	8.54	0.044	-6.700000000000017
inclusion	K	alternative_acceptor	GUK1	chr1:228147700-228148370	+	0.886	0.886	0.886	0.886	0.941	0.941	0.941	8.53	0.044	5.5
inclusion	N	cassette	ASPH	chr8:61633683-61633727	-	0.989	0.989	0.989	0.989	0.958	0.958	0.958	8.53	0.044	-3.1000000000000085
inclusion	N	cassette	LBR	chr1:225410291-225410416	-	0.818	0.818	0.818	0.818	0.984	0.984	0.984	8.53	0.044	16.60000000000001
inclusion	K	intron_retention	AHSA2P	chr2:61185619-61186445	+	0.6	0.6	0.6	0.6	0.329	0.329	0.329	8.53	0.0441	-27.1
inclusion	K	alternative_last_exon	SURF4	chr9:133365027-133365984	-	0.805	0.805	0.805	0.805	0.893	0.893	0.893	8.52	0.0442	8.799999999999997
inclusion	K	cassette	ARHGEF1	chr19:41905175-41905261	+	0.973	0.973	0.973	0.973	0.996	0.996	0.996	8.5	0.0447	2.299999999999997
inclusion	K	alternative_acceptor	MPDU1	chr17:7585798-7585945	+	0.8	0.8	0.8	0.8	0.898	0.898	0.898	8.49	0.0449	9.799999999999997
inclusion	N	alternative_acceptor	AIG1	chr6:143334096-143337977	+	0.518	0.518	0.518	0.518	0.809	0.809	0.809	8.49	0.0449	29.1
inclusion	N	cassette	TASOR2	chr10:5717659-5717750	+	0.471	0.471	0.471	0.471	0.786	0.786	0.786	8.48	0.0451	31.500000000000014
inclusion	N	intron_retention	IRF3	chr19:49664847-49665634	-	0.453	0.453	0.453	0.453	0.284	0.284	0.284	8.48	0.0451	-16.900000000000006
inclusion	N	cassette	TRIM65	chr17:75891813-75891878	-	0.853	0.853	0.853	0.853	0.705	0.705	0.705	8.47	0.0452	-14.799999999999997
inclusion	N	cassette	SPRED2	chr2:65334115-65334265	-	0.06	0.06	0.06	0.06	0.018	0.018	0.018	8.47	0.0452	-4.2
inclusion	K	alternative_acceptor	RSBN1L	chr7:77778447-77778529	+	0.984	0.984	0.984	0.984	0.864	0.864	0.864	8.47	0.0453	-12.0
inclusion	N	cassette	MCFD2	chr2:46910780-46910873	-	0.035	0.035	0.035	0.035	0.003	0.003	0.003	8.46	0.0453	-3.2000000000000006
inclusion	K	alternative_acceptor	EMC1	chr1:19220849-19222623	-	0.98	0.98	0.98	0.98	0.923	0.923	0.923	8.46	0.0455	-5.699999999999989
inclusion	N	alternative_acceptor	ARL6IP4	chr12:122981300-122981594	+	0.665	0.665	0.665	0.665	0.749	0.749	0.749	8.45	0.0455	8.400000000000006
inclusion	N	alternative_acceptor	SLC16A3	chr17:82236232-82236728	+	0.978	0.978	0.978	0.978	0.997	0.997	0.997	8.45	0.0455	1.9000000000000057
inclusion	N	alternative_first_exon	TMEM165	chr4:55396397-55424537	+	0.043	0.043	0.043	0.043	0.006	0.006	0.006	8.45	0.0455	-3.6999999999999997
inclusion	N	cassette	ARHGAP17	chr16:25013863-25013956	-	0.022	0.022	0.022	0.022	0.107	0.107	0.107	8.45	0.0455	8.5
inclusion	K	cassette	ARHGAP27	chr17:45404269-45404334	-	0.557	0.557	0.557	0.557	0.283	0.283	0.283	8.45	0.0456	-27.400000000000006
inclusion	K	alternative_last_exon	SPECC1	chr17:20156237-20204332	+	0.796	0.796	0.796	0.796	0.878	0.878	0.878	8.44	0.0458	8.199999999999989
inclusion	K	cassette	ELMOD3	chr2:85355555-85355598	+	0.791	0.791	0.791	0.791	0.592	0.592	0.592	8.44	0.0458	-19.900000000000013
inclusion	N	cassette	FAM3A	chrX:154512314-154512411	-	0.144	0.144	0.144	0.144	0.248	0.248	0.248	8.43	0.0458	10.400000000000002
inclusion	N	cassette	NPRL3	chr16:119126-119255	-	0.886	0.886	0.886	0.886	0.958	0.958	0.958	8.43	0.0458	7.200000000000003
inclusion	K	alternative_first_exon	PTBP1	chr19:805570-806407	+	0.783	0.783	0.783	0.783	0.692	0.692	0.692	8.43	0.0459	-9.100000000000009
inclusion	K	alternative_last_exon	LCOR	chr10:96952197-96958411,chr10:96952197-96954952	+	0.289	0.289	0.289	0.289	0.527	0.527	0.527	8.43	0.0459	23.800000000000004
inclusion	N	alternative_donor	FAM20C	chr7:193805-195553	+	0.993	0.993	0.993	0.993	0.973	0.973	0.973	8.42	0.0459	-2.0
inclusion	N	alternative_first_exon	SAFB2	chr19:5610096-5610638	-	0.796	0.796	0.796	0.796	0.975	0.975	0.975	8.42	0.0459	17.89999999999999
inclusion	N	cassette	FAM114A1	chr4:38940968-38941021	+	0.914	0.914	0.914	0.914	0.967	0.967	0.967	8.42	0.046	5.299999999999997
inclusion	K	cassette	CHMP7	chr8:23259066-23259126	+	0.915	0.915	0.915	0.915	0.974	0.974	0.974	8.41	0.0461	5.8999999999999915
inclusion	N	intron_retention	AIG1	chr6:143334096-143339638	+	0.418	0.418	0.418	0.418	0.757	0.757	0.757	8.4	0.0463	33.900000000000006
inclusion	K	alternative_first_exon	ERBIN	chr5:66075231-66076315	+	0.825	0.825	0.825	0.825	0.686	0.686	0.686	8.4	0.0465	-13.899999999999991
inclusion	N	alternative_acceptor	INTS4	chr11:77924668-77924749	-	0.194	0.194	0.194	0.194	0.059	0.059	0.059	8.39	0.0465	-13.500000000000004
inclusion	K	cassette	ARHGAP23	chr17:38498414-38498510	+	0.797	0.797	0.797	0.797	0.88	0.88	0.88	8.39	0.0466	8.299999999999997
inclusion	N	alternative_acceptor	CDC37	chr19:10393442-10395020	-	0.925	0.925	0.925	0.925	0.987	0.987	0.987	8.38	0.0469	6.200000000000003
inclusion	N	alternative_acceptor	ELOVL1	chr1:43365377-43365563	-	0.869	0.869	0.869	0.869	0.773	0.773	0.773	8.38	0.0469	-9.600000000000009
inclusion	K	alternative_first_exon	SHROOM2	chrX:9912588-9932174	+	0.12	0.12	0.12	0.12	0.355	0.355	0.355	8.36	0.0472	23.5
inclusion	K	alternative_first_exon	SPTAN1	chr9:128593043-128594174	+	0.835	0.835	0.835	0.835	0.914	0.914	0.914	8.36	0.0472	7.900000000000006
inclusion	N	alternative_last_exon	FUT11	chr10:73773816-73778827	+	0.24	0.24	0.24	0.24	0.117	0.117	0.117	8.36	0.0472	-12.299999999999999
inclusion	N	intron_retention	HM13	chr20:31548609-31549028	+	0.569	0.569	0.569	0.569	0.818	0.818	0.818	8.36	0.0473	24.900000000000006
inclusion	K	intron_retention	RBBP5	chr1:205088816-205094986	-	0.539	0.539	0.539	0.539	0.296	0.296	0.296	8.35	0.0473	-24.300000000000008
inclusion	N	alternative_last_exon	LRRFIP1	chr2:237760206-237762602	+	0.966	0.966	0.966	0.966	0.989	0.989	0.989	8.35	0.0473	2.3000000000000114
inclusion	N	cassette	PCNX2	chr1:233112845-233112966	-	0.093	0.093	0.093	0.093	0.022	0.022	0.022	8.35	0.0473	-7.100000000000001
inclusion	N	cassette	TACC2	chr10:122132609-122132734	+	0.731	0.731	0.731	0.731	0.937	0.937	0.937	8.35	0.0473	20.60000000000001
inclusion	N	cassette	TTL	chr2:112485917-112485995	+	0.685	0.685	0.685	0.685	0.844	0.844	0.844	8.35	0.0473	15.899999999999991
inclusion	K	cassette	CGGBP1	chr3:88057191-88057292	-	0.075	0.075	0.075	0.075	0.154	0.154	0.154	8.33	0.0477	7.9
inclusion	K	cassette	MTMR14	chr3:9689964-9690143	+	0.883	0.883	0.883	0.883	0.957	0.957	0.957	8.33	0.0477	7.400000000000006
inclusion	N	alternative_first_exon	NFE2L1	chr17:48050820-48056385,chr17:48051629-48056385	+	0.984	0.984	0.984	0.984	0.999	0.999	0.999	8.33	0.0478	1.5
inclusion	K	alternative_first_exon	SDHA	chr5:240477-254392	+	0.049	0.049	0.049	0.049	0.02	0.02	0.02	8.32	0.0478	-2.9000000000000004
inclusion	K	cassette	OCIAD1	chr4:48832620-48832682	+	0.982	0.982	0.982	0.982	0.999	0.999	0.999	8.32	0.0478	1.7000000000000028
inclusion	N	alternative_donor	TLN1	chr9:35717787-35718355	-	0.3	0.3	0.3	0.3	0.419	0.419	0.419	8.32	0.0478	11.899999999999999
inclusion	N	alternative_last_exon	FCHSD1	chr5:141648097-141648956	-	0.977	0.977	0.977	0.977	0.899	0.899	0.899	8.32	0.0478	-7.799999999999997
inclusion	N	cassette	SMYD3	chr1:245915530-245915640	-	0.877	0.877	0.877	0.877	0.959	0.959	0.959	8.32	0.0478	8.199999999999989
inclusion	N	intron_retention	VARS2	chr6:30914345-30914809	+	0.63	0.63	0.63	0.63	0.271	0.271	0.271	8.32	0.0478	-35.9
inclusion	N	cassette	DGUOK	chr2:73938910-73939022	+	0.26	0.26	0.26	0.26	0.356	0.356	0.356	8.32	0.0478	9.600000000000001
inclusion	N	cassette	REPIN1	chr7:150370760-150370884	+	0.073	0.073	0.073	0.073	0.265	0.265	0.265	8.32	0.0478	19.2
inclusion	K	alternative_first_exon	AHNAK	chr11:62491832-62517009	-	0.97	0.97	0.97	0.97	0.992	0.992	0.992	8.31	0.0479	2.200000000000003
inclusion	K	alternative_last_exon	COG3	chr13:45465211-45476200	+	0.637	0.637	0.637	0.637	0.894	0.894	0.894	8.31	0.0479	25.700000000000003
inclusion	K	alternative_acceptor	MLST8	chr16:2205876-2206030	+	0.629	0.629	0.629	0.629	0.803	0.803	0.803	8.31	0.0479	17.400000000000013
inclusion	K	alternative_acceptor	PC	chr11:66851947-66852438	-	0.978	0.978	0.978	0.978	0.904	0.904	0.904	8.31	0.048	-7.3999999999999915
inclusion	K	alternative_acceptor	ETV4	chr17:43545669-43546184	-	0.841	0.841	0.841	0.841	0.65	0.65	0.65	8.3	0.0481	-19.099999999999994
inclusion	N	cassette	NBAS	chr2:15287073-15287183	-	0.99	0.99	0.99	0.99	0.945	0.945	0.945	8.3	0.0481	-4.5
inclusion	K	intron_retention	SNRPB	chr20:2461794-2462635	-	0.492	0.492	0.492	0.492	0.412	0.412	0.412	8.29	0.0482	-8.000000000000007
inclusion	K	alternative_donor	HSF1	chr8:144311250-144311320	+	0.892	0.892	0.892	0.892	0.959	0.959	0.959	8.29	0.0482	6.699999999999989
inclusion	K	intron_retention	XIST	chrX:73822217-73826114	-	0.679	0.679	0.679	0.679	0.867	0.867	0.867	8.29	0.0482	18.799999999999997
inclusion	N	cassette	RPS6KA4	chr11:64365301-64365465	+	0.939	0.939	0.939	0.939	0.986	0.986	0.986	8.29	0.0482	4.700000000000003
inclusion	K	intron_retention	EMC6	chr17:3668900-3669097	+	0.148	0.148	0.148	0.148	0.08	0.08	0.08	8.28	0.0483	-6.799999999999999
inclusion	N	cassette	C5orf51	chr5:41912069-41912183	+	0.964	0.964	0.964	0.964	0.709	0.709	0.709	8.28	0.0484	-25.5
inclusion	N	cassette	IL4R	chr16:27330066-27330198	+	0.494	0.494	0.494	0.494	0.603	0.603	0.603	8.28	0.0484	10.899999999999999
inclusion	K	alternative_first_exon	ZP3	chr7:76439991-76440249	+	0.094	0.094	0.094	0.094	0.367	0.367	0.367	8.28	0.0484	27.300000000000004
inclusion	N	intron_retention	RPL17-C18orf32	chr18:49491584-49491760	-	0.899	0.899	0.899	0.899	0.945	0.945	0.945	8.28	0.0484	4.599999999999994
inclusion	N	alternative_acceptor	CDK17	chr12:96280634-96280807	-	0.358	0.358	0.358	0.358	0.585	0.585	0.585	8.27	0.0485	22.700000000000003
inclusion	N	intron_retention	KHDC4	chr1:155913446-155914216	-	0.932	0.932	0.932	0.932	0.814	0.814	0.814	8.27	0.0485	-11.800000000000011
inclusion	N	alternative_donor	HIRA	chr22:19398088-19405785	-	0.808	0.808	0.808	0.808	0.93	0.93	0.93	8.27	0.0485	12.199999999999989
inclusion	N	cassette	SMPD4	chr2:130161186-130161272	-	0.472	0.472	0.472	0.472	0.604	0.604	0.604	8.27	0.0486	13.200000000000003
inclusion	K	cassette	PTK7	chr6:43139406-43139525	+	0.987	0.987	0.987	0.987	0.999	0.999	0.999	8.26	0.0487	1.2000000000000028
inclusion	N	alternative_last_exon	SRP9	chr1:225786986-225789258,chr1:225786986-225789239	+	0.859	0.859	0.859	0.859	0.97	0.97	0.97	8.26	0.0487	11.099999999999994
inclusion	K	intron_retention	FLCN	chr17:17219210-17221536	-	0.147	0.147	0.147	0.147	0.038	0.038	0.038	8.26	0.0488	-10.899999999999999
inclusion	N	alternative_acceptor	TBRG4	chr7:45109288-45111663	-	0.856	0.856	0.856	0.856	0.972	0.972	0.972	8.24	0.049	11.600000000000009
inclusion	K	intron_retention	DRAM2	chr1:111137587-111139587	-	0.436	0.436	0.436	0.436	0.658	0.658	0.658	8.24	0.0491	22.199999999999996
inclusion	K	alternative_acceptor	SNRPB	chr20:2461940-2462635	-	0.678	0.678	0.678	0.678	0.6	0.6	0.6	8.24	0.0491	-7.800000000000011
inclusion	K	cassette	EPB41	chr1:29060422-29060484	+	0.393	0.393	0.393	0.393	0.657	0.657	0.657	8.23	0.0492	26.4
inclusion	N	cassette	TBC1D5	chr3:17518902-17518995	-	0.056	0.056	0.056	0.056	0.16	0.16	0.16	8.22	0.0496	10.399999999999999
inclusion	K	alternative_acceptor	RHOT2	chr16:670176-670248	+	0.814	0.814	0.814	0.814	0.908	0.908	0.908	8.22	0.0497	9.400000000000006
inclusion	K	intron_retention	NT5C3B	chr17:41835958-41836181	-	0.878	0.878	0.878	0.878	0.775	0.775	0.775	8.21	0.0497	-10.299999999999997
